Frequency_Hz,SPL_dB,BPF_Ratio
10080.0,-96.434944,43.2
10091.667,-87.49665,43.250004
10103.334,-84.59558,43.300003
10115.0,-94.26006,43.350002
10126.667,-90.615685,43.4
10138.334,-90.13852,43.450005
10150.0,-92.25738,43.5
10161.667,-86.833336,43.550003
10173.334,-84.368774,43.600002
10185.0,-85.902405,43.65
10196.667,-86.16696,43.7
10208.334,-79.176414,43.750004
10220.0,-80.73724,43.8
10231.667,-92.51838,43.850002
10243.334,-83.67746,43.900005
10255.0,-82.01585,43.95
10266.667,-54.33811,44.000004
10278.334,-80.57179,44.050003
10290.0,-85.10336,44.100002
10301.667,-92.43252,44.15
10313.334,-92.55334,44.200005
10325.0,-88.03727,44.25
10336.667,-82.8786,44.300003
10348.334,-95.51269,44.350002
10360.0,-88.52107,44.4
10371.667,-89.66007,44.45
10383.334,-85.5567,44.500004
10395.0,-80.493,44.55
10406.667,-90.65872,44.600002
10418.334,-86.662766,44.650005
10430.0,-81.11897,44.7
10441.667,-79.10865,44.750004
10453.334,-87.013084,44.800003
10465.0,-80.23509,44.850002
10476.667,-90.573654,44.9
10488.334,-82.36899,44.950005
10500.0,-55.79219,45.0
