ref age (deg),T,DT,RPM_1,CT_1,CQ_1,eta_1
0.0,0.0,4.7619047619047614e-5,7000.0,0.13041136652534566,0.00791190077346445,0.0002623340991268431
1.9999999999999998,4.7619047619047614e-5,4.7619047619047614e-5,7000.0,0.12490781470236773,0.0078577405951555,0.0002529950677290708
3.9999999999999996,9.523809523809523e-5,4.7619047619047614e-5,7000.0,0.10242899205562796,0.007350870182569767,0.00022177075634159375
5.999999999999999,0.00014285714285714284,4.7619047619047614e-5,7000.0,0.105619320548903,0.007365690577273243,0.0002282180710011343
7.999999999999999,0.00019047619047619045,4.7619047619047614e-5,7000.0,0.10867241086306857,0.007389689031654614,0.00023405249249978363
9.999999999999998,0.00023809523809523807,4.7619047619047614e-5,7000.0,0.11076671561104166,0.007414645521581403,0.00023776012310014713
11.999999999999998,0.0002857142857142857,4.7619047619047614e-5,7000.0,0.11231807389928088,0.0074387624283548965,0.0002403084764677001
13.999999999999998,0.00033333333333333327,4.7619047619047614e-5,7000.0,0.11355419485042326,0.007460621604709614,0.0002422413624068064
15.999999999999998,0.0003809523809523809,4.7619047619047614e-5,7000.0,0.1145957316170213,0.007480760557090088,0.0002438051185423271
18.0,0.00042857142857142855,4.7619047619047614e-5,7000.0,0.11543932924719455,0.007499546525041898,0.00024498467761423985
20.0,0.0004761904761904762,4.7619047619047614e-5,7000.0,0.11612500554006208,0.007517274448556555,0.0002458586389888086
22.0,0.0005238095238095238,4.7619047619047614e-5,7000.0,0.11672606261627118,0.007534104935681611,0.0002465791226911408
24.000000000000004,0.0005714285714285715,4.7619047619047614e-5,7000.0,0.11725826798244932,0.007550329256689557,0.000247171114442013
26.000000000000004,0.0006190476190476191,4.7619047619047614e-5,7000.0,0.11768533863066966,0.007565628244379857,0.00024756970297117666
28.000000000000004,0.0006666666666666668,4.7619047619047614e-5,7000.0,0.11805039919045943,0.00758039111626602,0.0002478540259593877
30.000000000000004,0.0007142857142857144,4.7619047619047614e-5,7000.0,0.11835852516364717,0.007595007539567956,0.00024802272069808235
32.00000000000001,0.000761904761904762,4.7619047619047614e-5,7000.0,0.11865452351088171,0.007609258665792657,0.00024817731616701643
34.00000000000001,0.0008095238095238097,4.7619047619047614e-5,7000.0,0.1189330721039162,0.007622835094700219,0.00024831688062625567
36.00000000000001,0.0008571428571428573,4.7619047619047614e-5,7000.0,0.11919144061271271,0.00763526705769354,0.0002484511256046064
38.00000000000001,0.000904761904761905,4.7619047619047614e-5,7000.0,0.1193926060681516,0.00764645844392914,0.0002485062014488055
40.00000000000001,0.0009523809523809526,4.7619047619047614e-5,7000.0,0.1195740124427644,0.007656631569378611,0.00024855310031774504
42.000000000000014,0.0010000000000000002,4.7619047619047614e-5,7000.0,0.11973066229313839,0.007663611603004595,0.00024865204202348135
44.00000000000001,0.0010476190476190479,4.7619047619047614e-5,7000.0,0.1198900448474204,0.007673300175700302,0.00024866866704109544
46.000000000000014,0.0010952380952380955,4.7619047619047614e-5,7000.0,0.12000110534310002,0.007680468568789784,0.00024866671767208374
48.000000000000014,0.0011428571428571432,4.7619047619047614e-5,7000.0,0.12011231522381495,0.007687040416129913,0.0002486843786325032
50.000000000000014,0.0011904761904761908,4.7619047619047614e-5,7000.0,0.12023073973128334,0.007693090662989922,0.00024873379735254456
52.000000000000014,0.0012380952380952384,4.7619047619047614e-5,7000.0,0.12032272990700303,0.00769891351584248,0.00024873584034428546
54.000000000000014,0.001285714285714286,4.7619047619047614e-5,7000.0,0.12042271557214199,0.007704216630629815,0.0002487711776906377
56.000000000000014,0.0013333333333333337,4.7619047619047614e-5,7000.0,0.12053347055260703,0.007709014319410665,0.00024884501249616755
58.000000000000014,0.0013809523809523814,4.7619047619047614e-5,7000.0,0.12064091896961164,0.007713207208787356,0.00024893145060705756
60.00000000000002,0.001428571428571429,4.7619047619047614e-5,7000.0,0.1206841484025994,0.007717146709879313,0.00024889352882873913
62.000000000000014,0.0014761904761904766,4.7619047619047614e-5,7000.0,0.12073440264842794,0.007720744802424189,0.0002488811309591683
64.00000000000001,0.0015238095238095243,4.7619047619047614e-5,7000.0,0.12079312045059987,0.007724450887954879,0.00024888270363898493
66.00000000000003,0.001571428571428572,4.7619047619047614e-5,7000.0,0.12073211079495404,0.007729725971561373,0.0002485872370331123
68.00000000000003,0.0016190476190476196,4.7619047619047614e-5,7000.0,0.12091108567445773,0.007729339683633701,0.00024896818806455716
70.00000000000003,0.0016666666666666672,4.7619047619047614e-5,7000.0,0.12092824638926207,0.007731443128232725,0.0002489357789104643
72.00000000000001,0.0017142857142857148,4.7619047619047614e-5,7000.0,0.12094954244180975,0.007732656601028678,0.0002489405457596063
74.00000000000001,0.0017619047619047625,4.7619047619047614e-5,7000.0,0.12099919208133034,0.007733419459703823,0.00024901816887360433
76.00000000000003,0.0018095238095238101,4.7619047619047614e-5,7000.0,0.12108285192477732,0.007733591896750997,0.0002491847858637116
78.00000000000003,0.0018571428571428578,4.7619047619047614e-5,7000.0,0.12110987403546881,0.007733526120741047,0.0002492425164025262
80.00000000000003,0.0019047619047619054,4.7619047619047614e-5,7000.0,0.1211015383812227,0.007733369301943652,0.0002492304155778556
82.00000000000003,0.001952380952380953,4.7619047619047614e-5,7000.0,0.12111443012487699,0.007733265584125091,0.0002492602901638601
84.00000000000003,0.0020000000000000005,4.7619047619047614e-5,7000.0,0.12113587335161956,0.0077328067195775105,0.00024931921524501004
86.00000000000001,0.002047619047619048,4.7619047619047614e-5,7000.0,0.1211632010680773,0.007732170618671676,0.0002493959758758467
88.00000000000001,0.0020952380952380958,4.7619047619047614e-5,7000.0,0.121202803654472,0.0077312150154390065,0.000249508327988344
90.00000000000001,0.0021428571428571434,4.7619047619047614e-5,7000.0,0.12118621269148216,0.007729890830201757,0.00024951691049861506
92.00000000000003,0.002190476190476191,4.7619047619047614e-5,7000.0,0.1211301893606164,0.007728337062917225,0.00024945170270721016
94.00000000000003,0.0022380952380952387,4.7619047619047614e-5,7000.0,0.12109465802152493,0.007726554838767058,0.00024943605278576823
96.00000000000003,0.0022857142857142863,4.7619047619047614e-5,7000.0,0.12107861154893983,0.0077243872372563145,0.0002494729865143578
98.00000000000001,0.002333333333333334,4.7619047619047614e-5,7000.0,0.12107255812112214,0.007721705156890175,0.00024954716226846795
100.00000000000003,0.0023809523809523816,4.7619047619047614e-5,7000.0,0.12107631085094783,0.007718387779090745,0.000249662156330908
102.00000000000003,0.0024285714285714292,4.7619047619047614e-5,7000.0,0.1210743601987485,0.007714472353305141,0.0002497848462580038
104.00000000000003,0.002476190476190477,4.7619047619047614e-5,7000.0,0.12107852341661718,0.0077097674600207205,0.0002499458719598092
106.00000000000003,0.0025238095238095245,4.7619047619047614e-5,7000.0,0.12103146688526158,0.007704149907471865,0.0002500309113374137
108.00000000000003,0.002571428571428572,4.7619047619047614e-5,7000.0,0.12098250035497889,0.007697543881670588,0.0002501442441265173
110.00000000000003,0.00261904761904762,4.7619047619047614e-5,7000.0,0.12088095631372046,0.0076901728059678405,0.0002501738544558334
112.00000000000003,0.0026666666666666674,4.7619047619047614e-5,7000.0,0.12078351717944108,0.007682476243529797,0.0002502226260617834
114.00000000000003,0.002714285714285715,4.7619047619047614e-5,7000.0,0.12068064992531015,0.007673861447373934,0.000250290184451121
116.00000000000003,0.0027619047619047627,4.7619047619047614e-5,7000.0,0.12057794274426485,0.0076644031316226826,0.0002503857806803323
118.00000000000004,0.0028095238095238104,4.7619047619047614e-5,7000.0,0.12046568093444739,0.007653779342204117,0.00025049988687192914
120.00000000000004,0.002857142857142858,4.7619047619047614e-5,7000.0,0.12034927895257044,0.00764199871381064,0.0002506436255770562
122.00000000000004,0.0029047619047619056,4.7619047619047614e-5,7000.0,0.12023979787008886,0.007629098456552417,0.0002508390512506621
124.00000000000003,0.0029523809523809533,4.7619047619047614e-5,7000.0,0.12010619094191281,0.007615004233170441,0.00025102407561480606
126.00000000000003,0.003000000000000001,4.7619047619047614e-5,7000.0,0.11990982258224127,0.007599451179412921,0.0002511265687308513
128.00000000000003,0.0030476190476190486,4.7619047619047614e-5,7000.0,0.11963708450277781,0.007582628261332016,0.0002511112600998725
130.00000000000003,0.003095238095238096,4.7619047619047614e-5,7000.0,0.11938077871908619,0.00756434386795524,0.0002511789703769551
132.00000000000006,0.003142857142857144,4.7619047619047614e-5,7000.0,0.1191242397675002,0.007544140294262823,0.0002513104324886417
134.00000000000006,0.0031904761904761915,4.7619047619047614e-5,7000.0,0.11886577128702333,0.007521901221215576,0.00025150656075357495
136.00000000000006,0.003238095238095239,4.7619047619047614e-5,7000.0,0.11861447681067615,0.007497475923478354,0.0002517924765528273
138.00000000000006,0.0032857142857142868,4.7619047619047614e-5,7000.0,0.11831236289550569,0.007470589419443743,0.00025205504313612716
140.00000000000006,0.0033333333333333344,4.7619047619047614e-5,7000.0,0.11790753065585523,0.007441010890069823,0.00025219108813133933
142.00000000000003,0.003380952380952382,4.7619047619047614e-5,7000.0,0.11744757605718524,0.007408700387429017,0.0002523028507858047
144.00000000000003,0.0034285714285714297,4.7619047619047614e-5,7000.0,0.11697008646782216,0.007373465493159108,0.00025247785417199076
146.00000000000003,0.0034761904761904773,4.7619047619047614e-5,7000.0,0.11652079222747845,0.007335099559145532,0.0002528235630130587
148.00000000000003,0.003523809523809525,4.7619047619047614e-5,7000.0,0.11602598228905857,0.007292917477467431,0.000253206054578983
150.00000000000003,0.0035714285714285726,4.7619047619047614e-5,7000.0,0.11539348891997728,0.007247491569641535,0.00025340414660382423
152.00000000000006,0.0036190476190476203,4.7619047619047614e-5,7000.0,0.11466311528320344,0.007198372480750719,0.00025351843957003
154.00000000000006,0.003666666666666668,4.7619047619047614e-5,7000.0,0.11389431011389908,0.007144516702815501,0.0002537168460607684
156.00000000000006,0.0037142857142857155,4.7619047619047614e-5,7000.0,0.11296327473881616,0.007084663721305451,0.00025376876404823345
158.00000000000006,0.003761904761904763,4.7619047619047614e-5,7000.0,0.11203677648484178,0.007017784666839207,0.0002540859777288596
160.00000000000006,0.003809523809523811,4.7619047619047614e-5,7000.0,0.11099204543128577,0.00694134967883452,0.00025448844232891843
162.00000000000006,0.0038571428571428585,4.7619047619047614e-5,7000.0,0.10975704353459542,0.006855179185863938,0.0002548201227723521
164.00000000000006,0.003904761904761906,4.7619047619047614e-5,7000.0,0.10843291467413135,0.006756919131879337,0.00025540685077652785
166.00000000000006,0.003952380952380954,4.7619047619047614e-5,7000.0,0.10687528457401116,0.006644201424031069,0.00025600864195334677
168.00000000000006,0.004000000000000001,4.7619047619047614e-5,7000.0,0.10517957013431724,0.006522714785975709,0.00025663928361775246
